"text","rt","key_press","block_duration","timing_post_trial","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","full_screen","focus_shifts","view_history","stimulus","possible_responses","stim_duration","stimuli","key_presses","stim_durations","exp_stage","sequence","num_digits","mouse_click","response","condition","correct","responses"
"","[-1]","","9000","0","stim","poldrack-multi-stim-multi-response","88","574383","0.0-88.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>""]","[-1]","[800,800,800,800,800,800,800,800,800]","test","3,9,4,1,5,2,9,3,7","9","","","","",""
"","25230","","25230","500","response","single-stim-button","89","599614","0.0-89.0","digit-span","true","0","","","","25230","","","","test","3,9,4,1,5,2,9,3,7","9","SubmitButton","7,3,9,2,5,1,4,9,3","reverse","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","90","601115","0.0-90.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","91","603119","0.0-91.0","digit-span","true","0","","<div class = centerbox><div class = center-text>10 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","10000","0","stim","poldrack-multi-stim-multi-response","92","614121","0.0-92.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>""]","[-1]","[800,800,800,800,800,800,800,800,800,800]","test","6,3,6,2,8,4,7,2,8,1","10","","","","",""
"","26849","","26849","500","response","single-stim-button","93","640970","0.0-93.0","digit-span","true","0","","","","26849","","","","test","6,3,6,2,8,4,7,2,8,1","10","SubmitButton","1,8,2,7,4,8,2,6,3,6","reverse","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","94","642472","0.0-94.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","95","644473","0.0-95.0","digit-span","true","0","","<div class = centerbox><div class = center-text>11 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","11000","0","stim","poldrack-multi-stim-multi-response","96","656475","0.0-96.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>""]","[-1]","[800,800,800,800,800,800,800,800,800,800,800]","test","4,9,5,9,1,6,2,6,2,9,4","11","","","","",""
"","39185","","39185","500","response","single-stim-button","97","695661","0.0-97.0","digit-span","true","0","","","","39185","","","","test","4,9,5,9,1,6,2,6,2,9,4","11","SubmitButton","4,8,6,2,1,2,6,9,6,7,4","reverse","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","98","697163","0.0-98.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","99","699164","0.0-99.0","digit-span","true","0","","<div class = centerbox><div class = center-text>10 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","10000","0","stim","poldrack-multi-stim-multi-response","100","710166","0.0-100.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","[800,800,800,800,800,800,800,800,800,800]","test","4,7,2,6,2,9,4,9,6,9","10","","","","",""
"","20918","","20918","500","response","single-stim-button","101","731084","0.0-101.0","digit-span","true","0","","","","20918","","","","test","4,7,2,6,2,9,4,9,6,9","10","SubmitButton","9,6,9,4,9,2,6,2,7,4","reverse","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","102","732586","0.0-102.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","103","734587","0.0-103.0","digit-span","true","0","","<div class = centerbox><div class = center-text>11 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","11000","0","stim","poldrack-multi-stim-multi-response","104","746589","0.0-104.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>""]","[-1]","[800,800,800,800,800,800,800,800,800,800,800]","test","8,5,1,7,2,6,1,6,1,8,1","11","","","","",""
"","45233","","45233","500","response","single-stim-button","105","791823","0.0-105.0","digit-span","true","0","","","","45233","","","","test","8,5,1,7,2,6,1,6,1,8,1","11","SubmitButton","1,8,1,6,7,6,2,7,1,5,8","reverse","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","106","793325","0.0-106.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","107","795326","0.0-107.0","digit-span","true","0","","<div class = centerbox><div class = center-text>11 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","11000","0","stim","poldrack-multi-stim-multi-response","108","807327","0.0-108.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","[800,800,800,800,800,800,800,800,800,800,800]","test","5,2,7,1,9,4,8,2,5,1,6","11","","","","",""
"","26783","","26783","500","response","single-stim-button","109","834111","0.0-109.0","digit-span","true","0","","","","26783","","","","test","5,2,7,1,9,4,8,2,5,1,6","11","SubmitButton","9,1,5,2,8,4,9,7,1,5,8","reverse","false",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","110","835612","0.0-110.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:red"">Incorrect</span></div></div>","none","1000","","","","","","","","","","",""
"","-1","-1","1000","1000","test_intro","poldrack-single-stim","111","837614","0.0-111.0","digit-span","true","0","","<div class = centerbox><div class = center-text>10 Digits</p></div>","none","1000","","","","","","","","","","",""
"","[-1]","","10000","0","stim","poldrack-multi-stim-multi-response","112","848616","0.0-112.0","digit-span","true","0","","","none","","[""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>""]","[-1]","[800,800,800,800,800,800,800,800,800,800]","test","8,5,2,8,3,8,4,1,8,4","10","","","","",""
"","38513","","38513","500","response","single-stim-button","113","887130","0.0-113.0","digit-span","true","0","","","","38513","","","","test","8,5,2,8,3,8,4,1,8,4","10","SubmitButton","4,8,1,4,8,3,8,2,5,8","reverse","true",""
"","-1","-1","1000","1000","feedback","poldrack-single-stim","114","888631","0.0-114.0","digit-span","true","0","","<div class = centerbox><div class = center-text><span style=""color:green"">Correct!</span></div></div>","none","1000","","","","","","","","","","",""
"","143258","","","","post task questions","survey-text","115","1032905","0.0-115.0","digit-span","true","0","","","","","","","","","","","","","","","{""Q0"":""First, I was asked to memorize and input sequences of numbers appeared on the screen in the order they appeared. Then, I was asked to memorize and input sequences of numbers appeared on the screen in the reverse order that they appeared."",""Q1"":""No.""}"
"<div class = centerbox><p class = center-block-text>Thanks for completing this task!</p><p class = center-block-text>Press <strong>enter</strong> to continue.</p></div>","13719","13","13719","0","end","poldrack-text","116","1047625","0.0-116.0","digit-span","true","0","","","","","","","","","","","","","","",""
